CÓDIGO EUROPEO,LEI,NOMBRE,DIRECCIÓN,TIPO DE SEGURO,ENTIDAD MATRIZ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
DEALI4K,391200DGYLUYGTFRRQ29,"Sterbekasse der Feuerwehren, Versicherungsverein auf Gegenseitigkeit","Röntgenstraße 60, 31675, Bückeburg",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DEAYNGK,98450011FC0CA47AFB90,"Sterbekasse der Freiwilligen Feuerwehr der Hansestadt Stade Ortsfeuerwehr Stade","Hansestraße 22, 21682, Stade",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEALI4C,529900GRXXRP58R20889,"Sterbekasse der Saarbergleute VVaG","Provinzialstraße 1, 66806, Ensdorf",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEALI3W,391200ADAKPTKNJDUU41,"Sterbekasse Evangelischer Freikirchen VVaG","Am Kleinen Wannsee 5 A, 14109, Berlin",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEALI3T,3912001WLWCIB2R8VI60,"Sterbekasse für die Angestellten der Deutsche Bank Gruppe","Adolph-Prior-Straße 11, 65936, Frankfurt am Main",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
DEALI4I,529900937PAURUMSNZ02,"Sterbekasse Sozialversicherung- gegr. in der LVA Rheinprovinz - Düsseldorf","Königsallee 71, 40194, Düsseldorf",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEALZIC,529900REKY68K75PGG58,"Sterbekasse St. Joseph/Nikolaus","Joseph-Schüller-Platz 3, 45327, Essen",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEA3MHA,5299006CKI1DAKS2QL36,"Stuttgarter Lebensversicherung a.G.","10 60, Rotebühlstraße 120, 70197, Stuttgart",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
DEA3J3N,529900RKJZOG4WLY2202,"Stuttgarter Versicherung Aktiengesellschaft","10 60, Rotebühlstraße 120, 70197, Stuttgart",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
DEAIC4I,52990017KHP4VGVV7I09,"Süddeutsche Krankenversicherung a.G.","19 23, Raiffeisenplatz 11, 70736, Fellbach",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
DEA3JQV,529900HX3F6HR5IDZ991,"SV SparkassenVersicherung Gebäudeversicherung Aktiengesellschaft","50 10, Löwentorstraße 65, 70376, Stuttgart",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEA05H4,529900W8KWVTPPYH0T77,"SV SparkassenVersicherung Holding Aktiengesellschaft","50 05, Löwentorstraße 65, 70376, Stuttgart",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEA4L8E,5299003F1L4NX86LAQ52,"SV SparkassenVersicherung Lebensversicherung Aktiengesellschaft","Löwentorstraße 65, 70376, Stuttgart",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DEB0MUG,529900K0MY8IHVZJ9387,"Swiss Life Lebensversicherung SE","Zeppelinstraße 1, 85748, Garching b. München",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
DEALI3I,,"Swiss Life Products (Luxembourg) S.A., Niederlassung für Deutschland","Zeppelinstraße 1, 85748, Garching",vida,LURCSB0131594                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
DEALIMX,,"Swiss Re Europe S.A., Niederlassung Deutschland","Arabellastraße 30, 81925, München",reaseguros,LURCSB0025242                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEAF3I7,,"Swiss Re International SE Niederlassung Deutschland","Arabellastraße 30, 81925, München",no-vida,LURCSB0134553                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEA2TEE,5299006ZIILJ6VJVSJ32,"Talanx Aktiengesellschaft","HDI-Platz 1, 30659, Hannover",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEAHBPV,,"Telefonica Insurance S.A. Direktion für Deutschland","Georg-Brauchle-Ring 23-25, 80992, München",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEAT0J6,,"TESLA INSURANCE LIMITED","Tesla Straße 1, 15537, Grünheide",no-vida,MTA212965                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEALIMQ,3912002PZYFMUBDVUC92,"Thüga Schadenausgleichskasse München VVaG i.L.","44 01, Hansjakobstraße 129, 81825, München",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEALIMO,,"Tokio Marine Kiln Insurance Limited","Benrather Straße 18-20, 40213, Düsseldorf",no-vida,GB0ECBM11888                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEALILF,,"Travelers Insurance Company Ltd. Niederlassung Stuttgart","Schwabstraße 20, 70197, Stuttgart",no-vida,GBECBM355743                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEA4SDM,529900LGEG49SIUQUQ79,"TRIAS Versicherung Aktiengesellschaft","Maximiliansplatz 5, 80333, München",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
DEA4PTA,391200VQRZP2MFGY6Y03,"Uelzener Allgemeine Versicherungs-Gesellschaft a.G.","21 63, Veerßer Straße 67, 29525, Uelzen",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEA3JNO,529900HMM5TJJ64NJX86,"UNION KRANKENVERSICHERUNG AKTIENGESELLSCHAFT","10 31, Peter-Zimmer-Straße 2, 66123, Saarbrücken",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEA4S0V,5299004WPE4QUS4C4G57,"Union Reiseversicherung Aktiengesellschaft","Maximilianstraße 53, 80538, München",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEALILR,,"UNIQA Österreich Versicherungen AG, Wien","Richmodstraße 6, 50667, Köln",no-vida,AT0000002403895                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DEA4NF0,529900X2UF6LS7J0W965,"uniVersa Allgemeine Versicherung AG","21 02, Sulzbacher Straße 1-7, 90489, Nürnberg",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEA4T6X,52990080G27I73JFCG10,"uniVersa Krankenversicherung a.G.","21 02, Sulzbacher Straße 1-7, 90489, Nürnberg",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
DEA4M8Y,529900QWX7GUOCGPEA04,"uniVersa Lebensversicherung a.G.","21 02, Sulzbacher Straße 1-7, 90489, Nürnberg",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEAB0YI,,"USAA Limited Frankfurt Claims Branch","Königsberger Straße 1, 60487, Frankfurt am Main",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DEALI5B,,"Vakuutusosakeyhtiö Bothnia Zweigniederlassung Deutschland","Elisabethstraße 91, 80797, München",no-vida,FI09471183                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEAIOTE,529900PP06SSNPCK7Y54,"Vereinigte Hagelversicherung VVaG","10 07, Wilhelmstraße 25, 35392, Gießen",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
DEA4OQ2,391200SGRDV4PAOE8G06,"VEREINIGTE POSTVERSICHERUNG VVaG","31 17, Mittlerer Pfad 19, 70499, Stuttgart",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
DEAFF66,391200010ECRA1HTYU89,"Vereinigte Schiffs-Versicherung V. a. G.","62 20, Seelhorststraße 7, 30175, Hannover",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEA3K2W,529900EEQ5HG8OOBYN95,"Vereinigte Tierversicherung, Gesellschaft auf Gegenseitigkeit","Raiffeisenplatz 1, 65189, Wiesbaden",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEA4K6P,529900OJ7E3UKTWJJE82,"Versicherer im Raum der Kirchen Krankenversicherung AG","Doktorweg 2-4, 32756, Detmold",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DEA4NJB,529900NUA7MJXR9RTV10,"Versicherer im Raum der Kirchen Lebensversicherung AG","Doktorweg 2-4, 32756, Detmold",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DEA4IKF,529900BPL9TMP67Q4K04,"Versicherer im Raum der Kirchen Sachversicherung AG","Kölnische Straße 108-112, 34119, Kassel",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEAKL1D,529900J2BGBBOPDM7J71,"VERSICHERUNGSGEMEINSCHAFT FÜR DAS WIRTSCHAFTLICHE PRÜFUNGS- UND TREUHANDWESEN","Dotzheimer Straße 23, 65185, Wiesbaden",,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEA4QMI,529900PPRPVLLQ71V251,"Versicherungskammer Bayern Konzern-Rückversicherung Aktiengesellschaft","Maximilianstraße 53, 80538, München",reaseguros,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEA3G9M,5299007ITCIZY0OKFJ12,"Versicherungskammer Bayern Versicherungsanstalt des öffentlichen Rechts","Maximilianstraße 53, 80538, München",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEALIMA,391200O0H2NKIMXENQ36,"Versicherungsverband Deutscher Eisenbahnen-Versicherungsverein auf Gegenseitigkeit","Butzweilerhofallee 4, 50829, Köln",no-vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DEALI42,52990083A7X5D812BE64,"Versicherungsverein Rasselstein","Koblenzer Straße 141, 56626, Andernach",vida,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
