CÓDIGO EUROPEO,LEI,NOMBRE,NOMBRE DE LA GESTORA,DIRECCIÓN,TIPO DE FONDO DE PENSION,PROMOTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEALCLM,529900OJOW8SK1YAY628,"PENSIONSKASSE Deutscher Genossenschaften VVaG",,"78 49, Willy-Brandt-Weg 25, 48155, Münster",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
DEALCMT,529900I7G7ZZHRNF1J58,"Pensionskasse Dynamit Nobel Versicherungsverein auf Gegenseitigkeit",,"12 61, Kaiserstraße 3, 53840, Troisdorf",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
DEAMKQM,,"Pensionskasse f.d. Angehörigen der Graf Görtz. Betriebe",,"Vorderburg, 36110, Schlitz",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEALCL7,529900N2NUSCU4S6LH35,"Pensionskasse für Angestellte der Continental Aktiengesellschaft VVaG",,"Brooktorkai 20, 20457, Hamburg",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
DEA0JMV,529900NLSNI1SRTQ0V67,"Pensionskasse für die Angestellten der BARMER Ersatzkasse VVaG",,"20 01, Moritzstraße 14, 42117, Wuppertal",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEALCMS,529900ZJU5G6M7SLE261,"Pensionskasse für die Arbeitnehmerinnen und Arbeitnehmer des ZDF Versicherungsverein auf Gegenseitigkeit",,"Otto-Schott-Straße 9, 55127, Mainz",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
DEAC5KV,529900W1VAVB08XYK490,"Pensionskasse für die Deutsche Wirtschaft vormals Pensionskasse der chemischen Industrie Deutschlands",,"10 10, Am Burgacker 37, 47051, Duisburg",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
DEA0PHA,529900SL8SGRNEZSUB09,"Pensionskasse HT Troplast Versicherungsverein auf Gegenseitigkeit",,"13 47, Mülheimer Straße 17, 53840, Troisdorf",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEALCLX,529900ENCWRBF0I7ND53,"Pensionskasse Konzern Versicherungskammer Bayern VVaG",,"90 02, Maximilianstraße 53, 81530, München",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEALCM8,529900318QUMPJDSNO95,"Pensionskasse Maxhütte VVaG",,"Hauptstraße 51, 92237, Sulzbach-Rosenberg",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DEA3TNF,391200CUUNTQZ4RS2L57,"PENSIONSKASSE PEUGEOT DEUTSCHLAND VVaG",,"10 23, Heidenkopferdell 2, 66123, Saarbrücken",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
DEA3M0O,529900J9Z4CEHPJLNB18,"Pensionskasse Rundfunk",,"Bertramstraße 8, 60320, Frankfurt am Main",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEA4R3G,5299009Q8MLM2U824X75,"Pensionskasse Schenker VVaG",,"Brooktorkai 20, 20457, Hamburg",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEA45WR,5299001T5QRUA6N6UB82,"Pensionskasse SIGNAL Versicherungen VVaG",,"10 50, Joseph-Scherer-Straße 3, 44139, Dortmund",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
DEADRP9,5299008XWQV94OL3XI29,"Pensionskasse vom Deutschen Roten Kreuz VVaG",,"Heilsbachstraße 16, 53123, Bonn",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
DEA3ML5,529900WCEOXYQYUNPX09,"Philips Pensionskasse (Versicherungsverein auf Gegenseitigkeit)",,"10 02, Röntgenstraße 24-26, 22335, Hamburg",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEALCL6,529900D2D926MHPVOL34,"Phoenix Pensionskasse von 1925 Versicherungsverein auf Gegenseitigkeit",,"10 50, Brooktorkai 20, 20457, Hamburg",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
DEA3LQX,21380055QFZ7M25PXG38,"Pro bAV Pensionskasse AG",,"Am Weidenring 56, 61352, Bad Homburg",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
DEA53EC,529900LPVNOSG82KXG89,"Provinzial Pensionskasse Hannover AG",,"Schiffgraben 4, 30159, Hannover",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
DEA4JZP,391200OX9SYYGQS1OF33,"PRUDENTIA Pensionskasse AG",,"Am Weidenring 56, 61352, Bad Homburg v. d. Höhe",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEAMKPX,529900B4VSXYS3FRG749,"Psychotherapeutenversorgungswerk (Niedersachsen mit Bremen, Hamburg, Hessen und Rheinland-Pfalz)",,"Neue Wiesen 3, 30855, Langenhagen",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEA3MJK,529900XQU9UHQ3BAZB42,"R+V Pensionsfonds Aktiengesellschaft",,"Raiffeisenplatz 1, 65189, Wiesbaden",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
DEA3L61,529900EPT7IPKAD6PM13,"R+V PENSIONSKASSE AKTIENGESELLSCHAFT",,"Raiffeisenplatz 1, 65189, Wiesbaden",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
DEA0CSR,529900GHDK8HZ82C2457,"R+V PENSIONSVERSICHERUNG a.G.",,"Raiffeisenplatz 1, 65189, Wiesbaden",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
DEAMKPO,529900IUH66W2GJBJT69,"Rechtsanwaltsversorgungswerk Niedersachsen",,"Bahnhofstraße 6, 29221, Celle",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
DEAMKQJ,529900GAMPZUWNXBRX06,"Renten-Zuschusskasse der Neckar AG VVaG",,"Schelmenwasenstraße 15, 70567, Stuttgart",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEAMKQT,549300YPK5DU4VZ5HB68,"Rentenzuschußkasse der ehemaligen Überlandwerk Unterfranken Aktiengesellschaft VVaG",,"Tresckowstraße 5, 30457, Hannover",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
DEALCM2,391200CEXCQOOKIUZZ66,"Rentenzuschusskasse der N-ERGIE Aktiengesellschaft Nürnberg",,"20 48, Sandreuthstraße 19, 90441, Nürnberg",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEALCN6,529900UQK5ETNL4KR020,"Rheinische Pensionskasse",,"Kaiser-Wilhelm-Allee 10, 51373, Leverkusen",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEAMKQO,529900TIIZEBRXRS0F23,"Ruhegehalts- und Zusatzversorgungskasse des Saarlandes - Abt. Ruhegehaltskasse",,"Fritz-Dobisch-Straße 12, 66111, Saarbrücken",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEAMKQS,,"Ruhegehalts- und Zusatzversorgungskasse des Saarlandes - Abt. Zusatzversorgungskasse",,"Fritz-Dobisch-Straße 12, 66111, Saarbrücken",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
DEALCL9,529900ICBJKNG748DF88,"Ruhegeld-, Witwen- und Waisenkasse d. Bergischen Elektrizitäts-Versorgungs-GmbH (VVaG) i.L.",,"20 16, Bromberger Straße 39-41, 42281, Wuppertal",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
DEA3SL0,391200DRPNLJAIYFGE84,"Ruhegeldkasse der Bremer Straßenbahn (VVaG)",,"10 66, Flughafendamm 12, 28199, Bremen",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEA4OB8,529900HZ444JN95D8C98,"RWE Pensionsfonds AG",,"RWE Platz 1, 45141, Essen",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEAC7MO,529900D1UGJYGLX7EZ65,"Sächsisch-Thüringische Apothekerversorgung",,"Pillnitzer Landstraße 10, 01326, Dresden",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEAC5L9,5299009JS8JI5ZJCXU84,"Sächsische Ärzteversorgung",,"Schützenhöhe 20, 01099, Dresden",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
DEAMKPL,529900CFK26WZZK6VW29,"Sächsisches Rechtsanwaltsversorgungswerk",,"Am Wallgäßchen 1a -2b, 01097, Dresden",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEALPC2,5299005QVBVX4G0K8915,"Schleswig-Holsteinisches Versorgungswerk für Rechtsanwälte",,"Gottorfstraße 13a, 24837, Schleswig",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEALCO4,391200GVHYOMW4GQ0Y26,"Siemens Pensionsfonds AG",,"Marktplatz 3, 82031, Grünwald",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEA4SIR,52990071JMW5HVM0TH45,"SIGNAL IDUNA Pensionskasse Aktiengesellschaft",,"Neue Rabenstraße 15, 20354, Hamburg",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
DEAMKR0,9676002TRP3AI4C4FJ46,"SOS-Kinderdorf-Pensionskasse VVaG",,"Renatastraße 77, 80639, München",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
DEA3RFG,967600CRH5V9PTM0J223,"Sparkassen Pensionsfonds AG",,"Anna-Schneider-Steig 8-10, 50678, Köln",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEA3REC,967600DX5Z4YBX4KWE43,"Sparkassen Pensionskasse AG",,"10 32, Anna-Schneider-Steig 8-10, 50678, Köln",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DEAMKQL,529900TJBIEJNYXIVX57,"Steiff Versorgungskasse VVaG",,"Richard-Steiff-Straße 4, 89537, Giengen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEA3J8D,52990055S9SDN0N66J56,"Steuerberaterversorgung Niedersachsen",,"Gutenberghof 7, 30159, Hannover",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
