CÓDIGO EUROPEO,LEI,NOMBRE,NOMBRE DE LA GESTORA,DIRECCIÓN,TIPO DE FONDO DE PENSION,PROMOTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
BE0812261370,,"Pension Fund Nyrstar",,"Zinkstraat, 1, 2490, Balen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
BE0416434955,549300OQP2Z0J4VEJP65,"Pensions Complémentaires d'ING Belgique S.A. - Aanvullende Pensioenen van ING België",,"Sint Michielswarande, 60, 1040, Etterbeek",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
BE0673570671,254900OJ4IJDLQAWEX55,"PENSIONS Instelling voor bedrijfspensioenvoorziening",,"5de V, Marnixlaan, 23, 1000, Brussel",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
BE0432239720,967600Q2DG2PMCXWMF07,"PENSIONSKASSE DER MITGLIEDER DES PARLAMENTS DER DEUTSCHSPRACHIGEN GEMEINSCHAFT",,"Platz des Parlaments, 1, 4700, Eupen",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
BE0434986404,894500IZBV9F4NZDDD76,"PFIZER PENSIOENFONDS",,"Pleinlaan, 17, 1050, Ixelles",Mixed,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
BE0563941865,549300VID7MED14CY887,"Plans Additionnels D'ING Belgique",,"Marnixlaan, 24, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
BE0471359820,984500KOUBE6A6FDFA90,"POWERBEL",,"Kunstlaan, 47, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
BE0881993383,,"PROCTER & GAMBLE BELGIUM PENSION FUND",,"Temselaan, 100, 1853, Grimbergen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
BE0463315154,549300F3C4BTI85KP727,"Proximus Pensioenfonds",,"Koning AlbertII laan, 27, 1030, Schaarbeek",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
BE0659784397,894500YWF10X5E62R517,"RETIREMENT SAVINGS VEHICLE FOR EUROPEAN RESEARCH INSTITUTIONS",,"Keizerslaan, 10, 1000, Bruxelles",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
BE0507617529,254900BDLQPOW04ZRZ98,"Sanofi European Pension Fund",,"Wetenschapsstraat, 14, 1040, Brussel",Mixed,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
BE0715441019,875500WD6OHPAN33T112,"Sefoplus OFP",,"8, Marlylaan, 15, 1120, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
BE0409364645,549300IQFDBHMVNDB006,"SHELL BELGIUM PENSION FUND",,"Kantersteen, 47, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
BE0479788922,549300EZB6KUS0FZRO24,"SIMON SMITS FONDS",,"De Waghemakerestraat, 38, 2060, Antwerpen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
BE0412857338,8755007HITAYBXKBDB53,"SKF Pension Fund",,"C, Berkenlaan, 8c, 1831, Machelen (Brab.)",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
BE0865323340,,"SOLIDARITEITSFONDS CARREFOUR BELGIUM",,"Olympiadenlaan, 20, 1140, Evere",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
BE0450640620,984500CD2C94073ADA42,"SPAARFONDS ARBEIDERS BOREALIS ANTWERPEN",,"3, Nieuwe Weg, 1, 2070, Beveren-Kruibeke-Zwijndrecht",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
BE0433930191,,"TCN Pensioenfonds van Monsanto",,"Scheldelaan, 460, 2040, Antwerpen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
BE0806016748,549300FMT8AEONFKX071,"TEC PENSION",,"Avenue Gouverneur Bovesse(JB), 96, 5100, Namur",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
BE0878780012,549300HSNV4DH604XE83,"The Bank of New York Mellon Pension Fund",,"Boulevard Anspach, 1, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
BE0895374831,96760044OL062WUSXV02,"TIME TO FEEL",,"Rue d' Eve, 5, 1460, Ittre",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
BE0641827620,549300T47JUFSADGMC64,"TotalEnergies Pension Fund Belgium OFP",,"2, Anspachlaan, 1, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
BE0629749932,549300UGBKJXC0PL7X65,"Towers Watson LifeSight OFP",,"Da Vincilaan, 5, 1930, Zaventem",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
BE0438895108,984500F8BTEBADC1K937,"Tupperware Pensioenfonds",,"Wijngaardveld, 17, 9300, Aalst",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
BE0409606947,98450079C448ADA3E439,"Unilever Pension Plan",,"Boulevard Industriel, 9, 1070, Anderlecht",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
BE0553630963,529900EB3ZNC2NOFAP29,"United Pensions",,"Telecomlaan, 5, 1831, Machelen (Brab.)",Mixed,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
BE0445571676,54930023YKNUJWLHJY50,"UZ BRUSSEL PENSIOENFONDS",,"Laarbeeklaan, 101, 1090, Jette",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
BE0771608868,894500BGMWQR1QBJHV82,"Vanbreda PensionFund & Beyond",,"Plantin en Moretuslei, 297, 2140, Antwerpen",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
BE0461323387,8945003X104GYK8H9Y26,"VERENIGING VOOR HET PENSIOENPLAN VAN SOLUTIA ORGANISME VOOR DE FINANCIERING VAN PENSIOENEN",,"Ottergemsesteenweg-Zuid, 707, 9000, Gent",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
BE0715774777,8945003T6FEA00ZHX255,"VLAAMS PENSIOENFONDS",,"32, Havenlaan, 88, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
BE0473217963,875500LUTAUD6NMTE979,"VOLVO CAR PENSIOENFONDS",,"John Kennedylaan, 25, 9000, Gent",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
BE0431690778,8755008XO4CEE44MHT53,"Volvo Car Voorzorgs- en Risicofonds",,"John Kennedylaan, 25, 9000, Gent",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
BE0430307044,875500NMHDPMFM0IG876,"VOLVO RESULTATENFONDS",,"John Kennedylaan, 25, 9000, Gent",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
BE0408676143,549300JWYGRH2OUSQF98,"Voorzorgfonds Caterpillar Logistics - Management",,"Humbeeksesteenweg, 98, 1850, Grimbergen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
BE0431990785,,"VOORZORGSFONDS BELGOPROCESS",,"Gravenstraat, 73, 2480, Dessel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
BE0423618202,549300VT1LI1M0YTUL60,"Voorzorgsfonds Caterpillar",,"Humbeeksesteenweg, 98, 1850, Grimbergen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
BE0429310617,5493005Y0DJYNNEUN209,"VOORZORGSFONDS DE WITTE MEEUW OFP",,"Van Aerdtstraat, 33, 2060, Antwerpen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
BE0474301789,8755000OETY9AYS1P945,"VOORZORGSFONDS GROEP NEW HOLLAND BELGIE",,"Léon Claeysstraat, 3a, 8210, Zedelgem",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
BE0430574783,,"Voorzorgsfonds New Holland Belgium",,"Léon Claeysstraat, 3A, 8210, Zedelgem",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
BE0471072679,,"Voorzorgsfonds OCE",,"Berkenlaan, 3, 1831, Machelen (Brab.)",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
BE0897274744,,"Voorzorgsfonds Syral",,"Burchtstraat, 10, 9300, Aalst",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
BE0452968917,,"VOORZORGSFONDS UMICORE",,"Broekstraat, 31, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
BE0409083840,894500KDIW9P8LK0OH92,"vzw Pensioenen van de Volksvertegenwoordigers - asbl Pensions des Députés",,"Natieplein, 1, 1000, Brussel",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
BE1023042667,984500DD5B7714S5EO13,"Warren Pension Fund OFP",,"Lierenhoek, 5, 9572, Lierde",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
BE0412896831,549300TTKBMRQ5M2LX24,"Westinghouse Pension Fund Belgium",,"Rue de l'Industrie, 43, 1400, Nivelles",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
