CÓDIGO EUROPEO,LEI,NOMBRE,NOMBRE DE LA GESTORA,DIRECCIÓN,TIPO DE FONDO DE PENSION,PROMOTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
MTA1MTPF45,213800ZPC3M1YLLOJI28,"THE PROVIDENCE RETIREMENT PLAN","BLEVINS FRANKS TRUSTEES LIMITED","PO Bo, GASAN CENTRE,MRIEHEL BY PASS, BKR 1, MRIEHEL",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
MTA1MTPF5,213800YUOD5L7RRADF24,"The Ramla Retirement Benefit Scheme","SOVEREIGN PENSION SERVICES LIMITED","ELMO,ALFRED CRAIG STREET, XBX11, TA XBIEX",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
MTA1MTPF6,2138001CC88IR23UCK95,"The Ramla US Retirement Benefit Scheme","SOVEREIGN PENSION SERVICES LIMITED","ELMO,ALFRED CRAIG STREET, XBX11, TA XBIEX",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
MTA1MTPF46,213800XFDWXKS3SDEJ22,"THE RINELLA RETIREMENT BENEFIT SCHEME","SOVEREIGN PENSION SERVICES LIMITED","Level 5,ST.JULIANs BUSINESS CENTRE,ELIA ZAMMIT STREET, STJ31, ST JULIANS",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
MTA1MTPF55,213800DNEOOPR8CNE715,"The Sovereign Malta Occupational Retirement Scheme","SOVEREIGN PENSION SERVICES LIMITED","Level 5,ST.JULIANs BUSINESS CENTRE,ELIA ZAMMIT STREET, STJ31, ST JULIANS",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
MTA1MTPF47,213800U563Q85RQ44848,"THE STM MALTA (US) RETIREMENT PLAN","STM MALTA PENSION SERVICES LIMITED","LEVEL 1,SAN GWAKKIN BUILDING,TRIQ IS SALIB TAL IMRIEHEL, BKR30, MRIEHEL",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
MTA1MTPF48,213800GH2VVUAH47AZ29,"THE STM PROTECTED RETIREMENT PLAN","STM MALTA PENSION SERVICES LIMITED","LEVEL 1,SAN GWAKKIN BUILDING,TRIQ IS SALIB TAL IMRIEHEL, BKR30, MRIEHEL",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
MTA1MTPF49,222100RHUYY51AOIMI61,"THE THIRD DOMINION MALTA RETIREMENT PLAN","DOMINION FIDUCIARY SERVICES (MALTA) LIMITED","LEVEL 16,PORTOMASO BUSINESS TOWER,VJAL PORTOMASO, STJ40, ST JULIANS",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
MTA134548,549300GMGLO7YHM3YM89,"TRIREME PENSION (US) SICAV P.L.C.","PRAXIS PES MALTA LIMITED","ZONE 3,77 BLOCK E LEVEL 2,TRIQ IN- NEGOZJU, CBD 3, MRIEHEL INDUSTRIAL ZONE",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
MTA134547,549300EN1SNVO6CSFC14,"TRIREME PENSION SICAV P.L.C.","PRAXIS PES MALTA LIMITED","ZONE 3,77 BLOCK E LEVEL 2,TRIQ IN- NEGOZJU, CBD 3, MRIEHEL INDUSTRIAL ZONE",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
MTA1MTPF50,549300S8P8TWTCQULF84,"US INTERNATIONAL RETIREMENT PLAN","PRAXIS PES MALTA LIMITED","1ST FLOOR,ORANGE POINT,DUN KARM STREET, BKR 1, BIRKIRKARA",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
MTA1MTPF51,549300558DUY3F2B5J39,"US PATHFINDER RETIREMENT SCHEME","PRAXIS PES MALTA LIMITED","1ST FLOOR,ORANGE POINT,DUN KARM STREET, BKR 1, BIRKIRKARA",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
MTA1MTPF52,549300GVWIUQM6A8IV48,"US PIONEER RETIREMENT PLAN","PRAXIS PES MALTA LIMITED","1ST FLOOR,ORANGE POINT,DUN KARM STREET, BKR 1, BIRKIRKARA",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
